"goods_nomenclature_item_id","measure_generating_regulation_id","geographical_area_id","measure_type_id","ad_valorem","specific1","ceiling","minimum","specific2","validity_start_date","validity_end_date"
"3813000010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3819000010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3901300010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3901908010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3902300010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3902909010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904100010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904210010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904220010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904400010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904509010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904698010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3904900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3905190010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3905290010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3905910010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3905999010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3911100010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3911909910",S1900014,"1011","134",0,,,,,"2019-11-01",
"3916100010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3916200010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3916905010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917211010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917219020",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917221010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917229020",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917231010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917239020",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917290011",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917310020",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917320010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3917390091",S1900014,"1011","134",0,,,,,"2019-11-01",
"3918101010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3918109010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3918900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3919108010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3919908010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920102410",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920102505",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920102810",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920104010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920108910",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920202110",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920202910",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920208010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920300010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920431010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920439010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920491010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920499010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920910010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3920995910",S1900014,"1011","134",0,,,,,"2019-11-01",
"3921110010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3921120020",S1900014,"1011","134",0,,,,,"2019-11-01",
"3921190010",S1900014,"1011","134",0,,,,,"2019-11-01",
"3921906010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7019310010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7019320010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7019390020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307210010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307229010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307231015",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307231080",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307239015",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307239080",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307291010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307298010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307910010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307929010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307939110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307939910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7307991010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7311001110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7311001310",S1900014,"1011","134",0,,,,,"2019-11-01",
"7311001910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7311003010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318121010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318129010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318130010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318141010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318149110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318149910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318153510",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318154210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318154810",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318155210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318155810",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318156210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318156810",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318157510",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318158210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318158810",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318159510",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318163110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318163910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318164010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318166010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318169210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318169920",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318190020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318230020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318240020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7318290020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320101110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320101910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320109010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320202010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320208110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320208510",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320208910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320901010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320903010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7320909010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7325999010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7325999020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7325999030",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909220",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909230",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909410",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909420",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909430",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909610",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909620",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909630",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909810",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909820",S1900014,"1011","134",0,,,,,"2019-11-01",
"7326909830",S1900014,"1011","134",0,,,,,"2019-11-01",
"7604109010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7604109020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7604299010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7604299020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606111010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606119110",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606119310",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606119910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606122010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606129210",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606129310",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606129910",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606910010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7606920010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7608100020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7608202020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7608208920",S1900014,"1011","134",0,,,,,"2019-11-01",
"7609000010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7613000010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7616100091",S1900014,"1011","134",0,,,,,"2019-11-01",
"7616991010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7616991020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7616999010",S1900014,"1011","134",0,,,,,"2019-11-01",
"7616999020",S1900014,"1011","134",0,,,,,"2019-11-01",
"7616999030",S1900014,"1011","134",0,,,,,"2019-11-01",
"8108906020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8108909091",S1900014,"1011","134",0,,,,,"2019-11-01",
"8308200010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8418991010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8418999010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8421999010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8424908020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481100510",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481101910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481109910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481201020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481209020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481309120",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481309920",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481401050",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481409010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481801110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481801910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481804010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481806350",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481806950",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481807310",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481807910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481808130",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481808530",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481808730",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481809940",S1900014,"1011","134",0,,,,,"2019-11-01",
"8481900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8482109010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8482109030",S1900014,"1011","134",0,,,,,"2019-11-01",
"8482500010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8482800010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8487904010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8487905110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8487905710",S1900014,"1011","134",0,,,,,"2019-11-01",
"8487905910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8487909010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501101010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501109110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501109310",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501109910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501200020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501310020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501330020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501402020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501408020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501510020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501538120",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501539410",S1900014,"1011","134",0,,,,,"2019-11-01",
"8501539910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8503001010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8503009110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8503009910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8504901810",S1900014,"1011","134",0,,,,,"2019-11-01",
"8504909910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505110010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505191010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505199010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505200010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505902910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505905010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8505909010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8511900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8516900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8518900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8519209910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8519812110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8519814510",S1900014,"1011","134",0,,,,,"2019-11-01",
"8521900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8522904920",S1900014,"1011","134",0,,,,,"2019-11-01",
"8522904930",S1900014,"1011","134",0,,,,,"2019-11-01",
"8522908010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8522908020",S1900014,"1011","134",0,,,,,"2019-11-01",
"8528698010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535100010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535210010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535290010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535301010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535309010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535400010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8535900010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536101010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536105010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536109010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536201010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536209010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536301010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536303010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536309010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536411010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536419010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536490010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536501110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536501510",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536501910",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536508010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536611010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536619010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536699010",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536900110",S1900014,"1011","134",0,,,,,"2019-11-01",
"8536909510",S1900014,"1011","134",0,,,,,"2019-11-01",
