"6800000000","6800","80","","","ARTICLES OF STONE; PLASTER; CEMENT; ASBESTOS; MICA OR SIMILAR MATERIALS"
"6801000000","6801","80","0.0%","","Setts; curbstones and flagstones; of natural stone (except slate)"
"6802000000","6802","80","","","Worked monumental or building stone (except slate) and articles thereof; other than goods of heading 6801; mosaic cubes and the like; of natural stone (including slate); whether or not on a backing; artificially coloured granules; chippings and powder; of natural stone (including slate)"
"6802100000","6802 10","80","0.0%","","Tiles; cubes and similar articles; whether or not rectangular (including square); the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules; chippings and powder"
"6802210000","","10","","","Other monumental or building stone and articles thereof; simply cut or sawn; with a flat or even surface"
"6802210000","6802 21","80","0.0%","","Marble; travertine and alabaster"
"6802230000","6802 23","80","0.0%","","Granite"
"6802290000","6802 29","80","0.0%","","Other stone"
"6802910000","","10","","","Other"
"6802910000","6802 91","80","0.0%","","Marble; travertine and alabaster"
"6802920000","6802 92","80","0.0%","","Other calcareous stone"
"6802930000","6802 93","80","","","Granite"
"6802931000","6802 93 10","80","0.0%","","Polished; decorated or otherwise worked; but not carved; of a net weight of 10kg or more"
"6802939000","6802 93 90","80","0.0%","","Other"
"6802990000","6802 99","80","","","Other stone"
"6802991000","6802 99 10","80","0.0%","","Polished; decorated or otherwise worked; but not carved; of a net weight of 10kg or more"
"6802999000","6802 99 90","80","0.0%","","Other"
"6803000000","6803","80","","","Worked slate and articles of slate or of agglomerated slate"
"6803001000","6803 00 10","80","0.0%","","Roofing and wall slates"
"6803009000","6803 00 90","80","0.0%","","Other"
"6804000000","6804","80","","","Millstones; grindstones; grinding wheels and the like; without frameworks; for grinding; sharpening; polishing; trueing or cutting; hand sharpening or polishing stones; and parts thereof; of natural stone; of agglomerated natural or artificial abrasives; or of ceramics; with or without parts of other materials"
"6804100000","6804 10","80","0.0%","","Millstones and grindstones for milling; grinding or pulping"
"6804210000","","10","","","Other millstones; grindstones; grinding wheels and the like"
"6804210000","6804 21","80","0.0%","","Of agglomerated synthetic or natural diamond"
"6804220000","6804 22","80","","","Of other agglomerated abrasives or of ceramics"
"6804221200","","10","","","Of artificial abrasives; with binder"
