"1500000000","1500","80","","","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES"
"1501000000","1501","80","","","Pig fat (including lard) and poultry fat; other than that of heading 0209 or 1503"
"1501100000","1501 10","80","","","Lard"
"1501101000","1501 10 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For industrial uses other than the manufacture of foodstuffs for human consumption"
"1501109000","1501 10 90","80","0.0%","","Other"
"1501200000","1501 20","80","","","Other pig fat"
"1501201000","1501 20 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For industrial uses other than the manufacture of foodstuffs for human consumption"
"1501209000","1501 20 90","80","0.0%","","Other"
"1501900000","1501 90","80","0.0%","","Other"
"1502000000","1502","80","","","Fats of bovine animals; sheep or goats; other than those of heading 1503"
"1502100000","1502 10","80","","","Tallow"
"1502101000","1502 10 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For industrial uses other than the manufacture of foodstuffs for human consumption"
"1502109000","1502 10 90","80","0.0%","","Other"
"1502900000","1502 90","80","","","Other"
"1502901000","1502 90 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For industrial uses other than the manufacture of foodstuffs for human consumption"
"1502909000","1502 90 90","80","0.0%","","Other"
"1503000000","1503","80","","","Lard stearin; lard oil; oleostearin; oleo-oil and tallow oil; not emulsified or mixed or otherwise prepared"
"1503001100","","10","","","Lard stearin and oleostearin"
"1503001100","1503 00 11","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For industrial uses"
"1503001900","1503 00 19","80","0.0%","","Other"
"1503003000","1503 00 30","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Tallow oil for industrial uses other than the manufacture of foodstuffs for human consumption"
"1503009000","1503 00 90","80","0.0%","","Other"
"1504000000","1504","80","","","Fats and oils and their fractions; of fish or marine mammals; whether or not refined; but not chemically modified"
"1504100000","1504 10","80","","","Fish-liver oils and their fractions"
"1504101000","1504 10 10","80","0.0%","","Of a vitamin A content not exceeding 2 500 International Units per gram"
"1504109100","","10","","","Other"
"1504109100","1504 10 91","80","0.0%","","Of halibut"
"1504109900","1504 10 99","80","0.0%","","Other"
"1504200000","1504 20","80","","","Fats and oils and their fractions; of fish; other than liver oils"
"1504201000","1504 20 10","80","0.0%","","Solid fractions"
"1504209000","1504 20 90","80","0.0%","","Other"
"1504300000","1504 30","80","","","Fats and oils and their fractions; of marine mammals"
"1504301000","1504 30 10","80","0.0%","","Solid fractions"
"1504309000","1504 30 90","80","0.0%","","Other"
"1505000000","1505","80","","","Wool grease and fatty substances derived therefrom (including lanolin)"
"1505001000","1505 00 10","80","0.0%","","Wool grease; crude"
"1505009000","1505 00 90","80","0.0%","","Other"
"1506000000","1506","80","0.0%","","Other animal fats and oils and their fractions; whether or not refined; but not chemically modified"
"1507000000","1507","80","","","Soya-bean oil and its fractions; whether or not refined; but not chemically modified"
"1507100000","1507 10","80","","","Crude oil; whether or not degummed"
"1507101000","1507 10 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1507109000","1507 10 90","80","0.0%","","Other"
"1507900000","1507 90","80","","","Other"
"1507901000","1507 90 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1507909000","1507 90 90","80","0.0%","","Other"
"1508000000","1508","80","","","Groundnut oil and its fractions; whether or not refined; but not chemically modified"
"1508100000","1508 10","80","","","Crude oil"
"1508101000","1508 10 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1508109000","1508 10 90","80","0.0%","","Other"
"1508900000","1508 90","80","","","Other"
"1508901000","1508 90 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1508909000","1508 90 90","80","0.0%","","Other"
"1509000000","1509","80","","","Olive oil and its fractions; whether or not refined; but not chemically modified"
"1509100000","1509 10","80","","","Virgin"
"1509101000","1509 10 10","80","0.0%","","Lampante olive oil"
"1509102000","1509 10 20","80","0.0%","","Extra virgin olive oil"
"1509108000","1509 10 80","80","0.0%","","Other"
"1509900000","1509 90","80","0.0%","","Other"
"1510000000","1510","80","","","Other oils and their fractions; obtained solely from olives; whether or not refined; but not chemically modified; including blends of these oils or fractions with oils or fractions of heading 1509"
"1510001000","1510 00 10","80","0.0%","","Crude oils"
"1510009000","1510 00 90","80","0.0%","","Other"
"1511000000","1511","80","","","Palm oil and its fractions; whether or not refined; but not chemically modified"
"1511100000","1511 10","80","","","Crude oil"
"1511101000","1511 10 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1511109000","1511 10 90","80","3.8%","","Other"
"1511900000","1511 90","80","","","Other"
"1511901100","","10","","","Solid fractions"
"1511901100","1511 90 11","80","0.0%","","In immediate packings of a net content not exceeding 1kg"
"1511901900","1511 90 19","80","0.0%","","Other"
"1511909100","","10","","","Other"
"1511909100","1511 90 91","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1511909900","1511 90 99","80","0.0%","","Other"
"1512000000","1512","80","","","Sunflower-seed; safflower or cotton-seed oil and fractions thereof; whether or not refined; but not chemically modified"
"1512110000","","10","","","Sunflower-seed or safflower oil and fractions thereof"
"1512110000","1512 11","80","","","Crude oil"
"1512111000","1512 11 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1512119100","","10","","","Other"
"1512119100","1512 11 91","80","0.0%","","Sunflower-seed oil"
"1512119900","1512 11 99","80","0.0%","","Safflower oil"
"1512190000","1512 19","80","","","Other"
"1512191000","1512 19 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1512199000","1512 19 90","80","0.0%","","Other"
"1512210000","","10","","","Cotton-seed oil and its fractions"
"1512210000","1512 21","80","","","Crude oil; whether or not gossypol has been removed"
"1512211000","1512 21 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For technical or industrial uses other than the manufacture of foodstuffs for human consumption"
"1512219000","1512 21 90","80","0.0%","","Other"
"1512290000","1512 29","80","","","Other"
