"4000000000","4000","80","","","RUBBER AND ARTICLES THEREOF"
"4001000000","4001","80","","","Natural rubber; balata; gutta-percha; guayule; chicle and similar natural gums; in primary forms or in plates; sheets or strip"
"4001100000","4001 10","80","0.0%","","Natural rubber latex; whether or not prevulcanised"
"4001210000","","10","","","Natural rubber in other forms"
"4001210000","4001 21","80","0.0%","","Smoked sheets"
"4001220000","4001 22","80","0.0%","","Technically specified natural rubber (TSNR)"
"4001290000","4001 29","80","0.0%","","Other"
"4001300000","4001 30","80","0.0%","","Balata; gutta-percha; guayule; chicle and similar natural gums"
"4002000000","4002","80","","","Synthetic rubber and factice derived from oils; in primary forms or in plates; sheets or strip; mixtures of any product of heading 4001 with any product of this heading; in primary forms or in plates; sheets or strip"
"4002110000","","10","","","Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR)"
"4002110000","4002 11","80","0.0%","","Latex"
"4002190000","4002 19","80","","","Other"
"4002191000","4002 19 10","80","0.0%","","Styrene-butadiene rubber produced by emulsion polymerisation (E-SBR); in bales"
"4002192000","4002 19 20","80","0.0%","","Styrene-butadiene-styrene block copolymers produced by solution polymerisation (SBS; thermoplastic elastomers); in granules; crumbs or powders"
"4002193000","4002 19 30","80","0.0%","","Styrene-butadiene rubber produced by solution polymerisation (S-SBR); in bales"
"4002199000","4002 19 90","80","0.0%","","Other"
"4002200000","4002 20","80","0.0%","","Butadiene rubber (BR)"
"4002310000","","10","","","Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR)"
"4002310000","4002 31","80","0.0%","","Isobutene-isoprene (butyl) rubber (IIR)"
"4002390000","4002 39","80","0.0%","","Other"
"4002410000","","10","","","Chloroprene (chlorobutadiene) rubber (CR)"
"4002410000","4002 41","80","0.0%","","Latex"
"4002490000","4002 49","80","0.0%","","Other"
"4002510000","","10","","","Acrylonitrile-butadiene rubber (NBR)"
"4002510000","4002 51","80","0.0%","","Latex"
"4002590000","4002 59","80","0.0%","","Other"
"4002600000","4002 60","80","0.0%","","Isoprene rubber (IR)"
"4002700000","4002 70","80","0.0%","","Ethylene-propylene-non-conjugated diene rubber (EPDM)"
"4002800000","4002 80","80","0.0%","","Mixtures of any product of heading 4001 with any product of this heading"
"4002910000","","10","","","Other"
"4002910000","4002 91","80","0.0%","","Latex"
"4002990000","4002 99","80","","","Other"
"4002991000","4002 99 10","80","0.0%","","Products modified by the incorporation of plastics"
"4002999000","4002 99 90","80","0.0%","","Other"
"4003000000","4003","80","0.0%","","Reclaimed rubber in primary forms or in plates; sheets or strip"
"4004000000","4004","80","0.0%","","Waste; parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom"
"4005000000","4005","80","","","Compounded rubber; unvulcanised; in primary forms or in plates; sheets or strip"
"4005100000","4005 10","80","0.0%","","Compounded with carbon black or silica"
"4005200000","4005 20","80","0.0%","","Solutions; dispersions other than those of subheading 4005 10"
"4005910000","","10","","","Other"
"4005910000","4005 91","80","0.0%","","Plates; sheets and strip"
"4005990000","4005 99","80","0.0%","","Other"
"4006000000","4006","80","","","Other forms (for example; rods; tubes and profile shapes) and articles (for example; discs and rings); of unvulcanised rubber"
"4006100000","4006 10","80","0.0%","","'Camel-back' strips for retreading rubber tyres"
"4006900000","4006 90","80","0.0%","","Other"
"4007000000","4007","80","0.0%","","Vulcanised rubber thread and cord"
"4008000000","4008","80","","","Plates; sheets; strip; rods and profile shapes; of vulcanised rubber other than hard rubber"
"4008110000","","10","","","Of cellular rubber"
"4008110000","4008 11","80","0.0%","","Plates; sheets and strip"
"4008190000","4008 19","80","0.0%","","Other"
"4008210000","","10","","","Of non-cellular rubber"
"4008210000","4008 21","80","","","Plates; sheets and strip"
"4008211000","4008 21 10","80","0.0%","","Floor coverings and mats"
"4008219000","4008 21 90","80","0.0%","","Other"
"4008290000","4008 29","80","","","Other"
"4008290010","4008 29 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Profile shapes; cut to size; for use in civil aircraft"
"4008290090","4008 29 00 90","80","0.0%","","Other"
"4009000000","4009","80","","","Tubes; pipes and hoses; of vulcanised rubber other than hard rubber; with or without their fittings (for example; joints; elbows; flanges)"
"4009110000","","10","","","Not reinforced or otherwise combined with other materials"
"4009110000","4009 11","80","0.0%","","Without fittings"
"4009120000","4009 12","80","","","With fittings"
"4009120010","4009 12 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Suitable for conducting gases or liquids; for use in civil aircraft"
"4009120090","4009 12 00 90","80","0.0%","","Other"
"4009210000","","10","","","Reinforced or otherwise combined only with metal"
"4009210000","4009 21","80","0.0%","","Without fittings"
"4009220000","4009 22","80","","","With fittings"
"4009220010","4009 22 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Suitable for conducting gases or liquids; for use in civil aircraft"
"4009220090","4009 22 00 90","80","0.0%","","Other"
"4009310000","","10","","","Reinforced or otherwise combined only with textile materials"
"4009310000","4009 31","80","0.0%","","Without fittings"
"4009320000","4009 32","80","","","With fittings"
"4009320010","4009 32 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Suitable for conducting gases or liquids; for use in civil aircraft"
"4009320090","4009 32 00 90","80","0.0%","","Other"
"4009410000","","10","","","Reinforced or otherwise combined with other materials"
"4009410000","4009 41","80","0.0%","","Without fittings"
"4009420000","4009 42","80","","","With fittings"
"4009420010","4009 42 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Suitable for conducting gases or liquids; for use in civil aircraft"
"4009420020","4009 42 00 20","80","0.0%","","Rubber brake hose with; - textile strings;; - a wall thickness of 3.2 mm;; - a metal hollow terminal pressed on both ends; and; - one or more mounting brackets;; of kind used in the manufacture of goods of Chapter 87"
"4009420090","4009 42 00 90","80","0.0%","","Other"
"4010000000","4010","80","","","Conveyor or transmission belts or belting; of vulcanised rubber"
"4010110000","","10","","","Conveyor belts or belting"
"4010110000","4010 11","80","0.0%","","Reinforced only with metal"
"4010120000","4010 12","80","0.0%","","Reinforced only with textile materials"
"4010190000","4010 19","80","0.0%","","Other"
"4010310000","","10","","","Transmission belts or belting"
"4010310000","4010 31","80","0.0%","","Endless transmission belts of trapezoidal cross-section (V-belts); V-ribbed; of an outside circumference exceeding 60 cm but not exceeding 180 cm"
