"2900000000","2900","80","","","ORGANIC CHEMICALS"
"2901000000","","10","","","I. HYDROCARBONS AND THEIR HALOGENATED; SULPHONATED; NITRATED OR NITROSATED DERIVATIVES"
"2901000000","2901","80","","","Acyclic hydrocarbons"
"2901100000","2901 10","80","0.0%","","Saturated"
"2901210000","","10","","","Unsaturated"
"2901210000","2901 21","80","0.0%","","Ethylene"
"2901220000","2901 22","80","0.0%","","Propene (propylene)"
"2901230000","2901 23","80","0.0%","","Butene (butylene) and isomers thereof"
"2901240000","2901 24","80","0.0%","","Buta-1;3-diene and isoprene"
"2901290000","2901 29","80","0.0%","","Other"
"2902000000","2902","80","","","Cyclic hydrocarbons"
"2902110000","","10","","","Cyclanes; cyclenes and cycloterpenes"
"2902110000","2902 11","80","0.0%","","Cyclohexane"
"2902190000","2902 19","80","0.0%","","Other"
"2902200000","2902 20","80","0.0%","","Benzene"
"2902300000","2902 30","80","0.0%","","Toluene"
"2902410000","","10","","","Xylenes"
"2902410000","2902 41","80","0.0%","","o-Xylene"
"2902420000","2902 42","80","0.0%","","m-Xylene"
"2902430000","2902 43","80","0.0%","","p-Xylene"
"2902440000","2902 44","80","0.0%","","Mixed xylene isomers"
"2902500000","2902 50","80","0.0%","","Styrene"
"2902600000","2902 60","80","0.0%","","Ethylbenzene"
"2902700000","2902 70","80","0.0%","","Cumene"
"2902900000","2902 90","80","0.0%","","Other"
"2903000000","2903","80","","","Halogenated derivatives of hydrocarbons"
"2903110000","","10","","","Saturated chlorinated derivatives of acyclic hydrocarbons"
"2903110000","2903 11","80","0.0%","","Chloromethane (methyl chloride) and chloroethane (ethyl chloride)"
"2903120000","2903 12","80","0.0%","","Dichloromethane (methylene chloride)"
"2903130000","2903 13","80","0.0%","","Chloroform (trichloromethane)"
"2903140000","2903 14","80","0.0%","","Carbon tetrachloride"
"2903150000","2903 15","80","0.0%","","Ethylene dichloride (ISO) (1;2-dichloroethane)"
"2903190000","2903 19","80","0.0%","","Other"
"2903210000","","10","","","Unsaturated chlorinated derivatives of acyclic hydrocarbons"
"2903210000","2903 21","80","0.0%","","Vinyl chloride (chloroethylene)"
"2903220000","2903 22","80","0.0%","","Trichloroethylene"
"2903230000","2903 23","80","0.0%","","Tetrachloroethylene (perchloroethylene)"
"2903290000","2903 29","80","0.0%","","Other"
"2903310000","","10","","","Fluorinated; brominated or iodinated derivatives of acyclic hydrocarbons"
"2903310000","2903 31","80","0.0%","","Ethylene dibromide (ISO) (1;2-dibromoethane)"
"2903390000","2903 39","80","","","Other"
